question,label
Prepare a book jacket that illustrates the kind of book as well as the story.,L6
Pretend you are a librarian recommending this book to someone. Write a paragraph telling what  you would say.,L6
Revise and process to improve the outcome.,L6
Revise how to complete a complex task in order to improve the outcome.,L6
Revises and process to improve the outcome.,L6
"structure, sorts the list in ascending order, displays the list on the screen and stores the list",L6
Suppose Phillip wasn't rescued shortly after Timothy's death. How long could he have survived?,L6
"Using information from the book about one of the main characters, rewrite the ending of the book.",L6
What ideas can you add to...?,L6
What might happen if you combined...?,L6
What solutions would you suggest for...?,L6
What would happen if . . .?,L6
What would you predict/infer from...?,L6
Why dont you devise your own way to deal with . . .?,L6
Why not compose a song about . . .?,L6
"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",L6
Write a letter to the editor on a social issue of concern to you.,L6
Write a logically organized argument in favor of a given position.,L6
Write a poem about this book.,L6
Write a set of rules to prevent what happened in the story.,L6
Write a short story relating a personal experience in the style of a picaresque novel.,L6
Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,L6
Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,L6
How do you combine the results of various individual tests to determine whether a student can progress to a next semester / phase / year?,L6
How can we combine and abstract facts about a software system to create new knowledge?,L6
How to combine virtual symmetry and symbolic model checking effectively,L6
How do we efficiently combine multiple subject graphs to construct an aig with choice,L6
how do we devise a way to enforce the laws,L6
can you devise an explicit formula for,L6
Do you devise a systematic approach in order to get larger progressions,L6
Develop and execute a program for this exercise,L6
Develop a network based on the following information: Activity Immediate predecessors,L6
How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,L6
"As a project manager, you are evaluating the building design for its compliance to intended function as a private college accommodating over 2000 students. Analyze the problems and propose the building performance to meet these functions. ",L6
"SUBWAY brand is the world's largest submarine sandwich chain with more than 44,000 locations around the world. This November, Subway is introducing two new combos as in the image provided below. Propose a rough layout of a poster to promote these new combos. ",L6
Suggest a technique that can overcome the problem of non-reusability for industrial enzyme applications.,L6
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Suggest and explain a method to elute protein X from the column. ",L6
The internet is ideal for gathering people from all corners of the globe into communities with similar interests and tasks. Recommend THREE (3) ways that can be used to target online communities.,L6
Suggest FOUR (4) recommendations in dealing with intersexes.,L6
"KOMUGI offers a deliciously authentic variety of handmade Japanese breads, cakes and confectioneries. In 23th December 2017, KOMUGI will launch its first outlets in Perak which will be located in Jusco Kinta City, Ipoh. Your client KOMUGI would like to run a coupon promotion for perakian. Design a creative coupon with catchy messages, slogans and offers to attract the perakian. ",L6
"Construct a DNA based cladogram using neighbour-joining approach, and suggest the relationship of S, M, and D species. ",L6
Propose TWO (2) strategies that a minority opinion can overtake the majority and be accepted.,L6
Suggest FOUR (4) strategies that facilitate early childhood development from the physiological psychology perspectives. Elaborate your answers with examples.,L6
Describe how soil surface roughness affects both water and wind erosion. Suggest ways to increase roughness to reduce erosion.,L6
Suggest FOUR (4) ways logistics service provider such as FedEx practices environmental friendly principles in its operation.,L6
"Search engines are key means of attracting traffic to websites. As a new marketing executive with Munchy's Malaysia, recommend THREE (3) tactics used in search engine marketing (SEM). ",L6
Support your answers with ONE (1) example for each factor.,L6
"Assume that you have been assigned to run a Google Ads search advertising campaign for a new cafÃ© in Kampar, Perak. Recommend FIVE (5) strategies to develop a successful search advertising campaign for the cafÃ©.",L6
"In the renovation of a new car showroom, the client wishes to attract the attention of pedestrians who passes by their building. Propose the type of external envelop for this building and explain the reasons. Sketch the proposed external envelop. ",L6
"Construct a product structure. Identify components. 
parents, and components.",L6
Propose ONE (1) new local seafood flavor for Manhattan fish market's Malaysian consumers. Describe the need for the new flavor.,L6
"Propose a fertilizer placement method of nitrogen, phosphorus and potassium for a successful fertilization of a large mango tree. Justify your answer. ",L6
Suggest FOUR (4) strategies that reduce sleep deprivation from the physiological psychology perspectives. Elaborate your answers with examples.,L6
You have been assigned by your employer to manage their Instagram and Facebook business page. Suggest FIVE (5) ways to increase engagement with your social media users.,L6
Suggest FOUR (4) strategies that improve individuals' psychological well-being from the physiological psychology perspectives. Elaborate your answers with examples.,L6
"One of the biggest challenges in corporate governance is to deal with manipulation of accounting profits. Propose NINE (9) suggestions to the Malaysian regulatory bodies on how to prevent manipulation of accounts. Your recommendations have to be new and must not overlap with the existing Malaysian laws, guidelines and systems. ",L6
Develop an ABC classification system for the 10 items.,L6
Audit committee is responsible to implement and support the monitoring function of the board of directors. Develop a list of best practices for audit committee meeting.,L6
Suggest and describe an assisted reproductive technique that the farm should use for rapid and cost effective production.,L6
Propose a strategy that minority can use to influence the majority. Support your answer with ONE (1) relevant example. Elaborate your example in details.,L6
Malaysian Code on Corporate Governance (MCCG 2017) encourages Board of Directors to improve shareholders' participations in decision making. Provide recommendations that will lead to more constructive use of Annual General Meeting (AGM).,L6
Write an essay on the importance of comparative genomics.,L6
"Japan is operating above the potential output level. As a committee member of central bank, suggest a policy that should be implemented in order to restore Japan's potential output level. Using appropriate diagram(s), explain the effect of the policy on price and unemployment level in short run and long run. ",L6
State the problems that could arise from environmental overload of fixed nitrogen due to generous usage of nitrogen fertilizer and suggest a possible solution for this situation.,L6
Design and sketch the optimized stick-diagram layout.,L6
Propose ONE (1) new local flavor Kit Kat for Malaysian consumers. Describe the need for the new flavor among the Malaysian consumer.,L6
"The tyrosinase-containing solution was dissolved in 50 mM potassium phosphate buffer containing 0.01 mM NaCl, pH 6.5, before applying to a DEAE Sephadex A50 column. Suggest and explain how the mobile phase should be modified to elute the bound tyrosinase. ",L6
"Imagine that you are a relative of an older adult who survives stroke, suggest FOUR (4) strategies to further promote the wellbeing of the individual. ",L6
"Internal control system is among the most prominent monitoring mechanisms in promoting effective corporate governance. Assuming you are the manager of purchasing department, provide TWELVE (12) recommendations on how to prevent staffs from making personal gains from their positions.",L6
Propose TWO (2) strategies to resist persuasion.,L6
Propose and explain a suitable enzyme-substrate interaction model for enzyme X.,L6
Suggest FOUR (4) strategies that improve adolescents' sleep from the physiological psychology perspectives.,L6
Propose an admixture to increase the workability of concrete in the fresh state without reducing the engineering performance of the hardened concrete.,L6
There is always an appeal for institutional shareholders to assume an active role in corporate governance. Create a list of key recommendations for institutional shareholders activism based on Myners Report (1995).,L6
Derive the thermodynamic equation for Depreesion in frizzing point of solution.,L6
Suggest FOUR (4) strategies that facilitate healthy adolescence development from the physiological psychology perspectives. Elaborate your answers with examples.,L6
"Using transmission-gates, design and sketch an 8-to-1 multiplexer. ",L6
"In order to achieve high economy growth the government can implement expansionary fiscal policy, however, the effect of an increase in government spending can be taken aback by crowding out effect. Recommend and graphically explain the action that can be taken by Bank Negara Malaysia (BNM) to avoid this problem.",L6
You are a project manager working on a 8 storey building conservation project located in a congested urban area with poor soil bearing capacity and underground public utilities. Propose to the building owner why an internally braced shoring system is preferable to raking shore and weighted vertical dead shores.,L6
"Assume that Saudi Arabia is currently operating at the natural level of output. However, due to the political uncertainty it leads to an increase in oil price. Discuss the effects of the event on the price level, unemployment and output in the long run and short run in Saudi Arabia by using appropriate diagrams. Besides, suggest the policy that can be implemented by Saudi Arabia in order to achieve long run equilibrium after the event. ",L6
"Imagine that you are a relative of an older adult who is initially diagnosed to be living with Parkinson's disease, suggest FOUR (4) strategies to further promote the wellbeing of the individual. ",L6
Propose TWO (2) strategies to reduce the occurrence of bullying.,L6
Suggest a type of metal for reinforcing a concrete structure.,L6
Propose TWO (2) factors that are relevant to the initiation of conflict in group.,L6
"Propose solutions to reinforced concrete flat roof defects experienced in Malaysia, such as water ponding, material exposure to solar radiation, poor maintenance culture and concrete spalling due to leaks from cold joints and stress cracks. ",L6
Standard ad formats such as leaderboard and skyscraper are common in digital display advertising. Propose FIVE (5) other creative ad formats which are more interactive and engaging.,L6
"Design a sketch section of the floor slab adjoining the parapet that includes the scupper drain, drain guard, water proofing layer, and protective topping. ",L6
Propose a line-up procedure that police departments can use to improve the accuracy. of eyewitness testimony. Support your proposal with ONE (1) relevant example. Elaborate your example in details.,L6
"Using transmission-gates, design and sketch a 4-to-1 multiplexer. ",L6
Suggest any FIVE (5) dimensions of service quality that could be taken into consideration by the kindergarten management for its future operations improvement.,L6
Propose TWO (2) self-presentation tactics for impression management.,L6
The independence of external auditors is extremely critical due to their roles in providing true and fair view on a company financial position. Develop THREE (3) safeguards to reduce the threats on external auditors' independence.,L6
Propose a suitable type of glass that is used to construct a transparent fiat roof for the entrance of the Heritage Hall in Universiti Tunku Abdul Rahman.,L6
"John Watson passed away and left behind a legal child, Mary Watson, as well as two girlfriends, Susan and Petty, who were in their 8 week of gestation. Susan claimed that she bore an illegitimate child of John Watson. Propose and design the most suitable paternity experiment to prove Susan's claim. You may outline your experiment using schematic diagram(s). ",L6
Suggest and explain TWO (2) ways to measure a bank's profitability.,L6
"""The slope has been standing for more than 15 years! So it is safe"" and ""Geological report shows that the slope is safe"". The above statements are the common misconception. Propose FIVE (5) construction controls to ensure the safety of construction of residential building on hill-site in Malaysia. ",L6
Design and sketch the layout of a CMOS inverter.,L6
Suggest TWO possible poultry breeds that Kaseem are breeding for Malaysia broiler industry.,L6
Explain the main disadvantage of Lineweaver-Burk plot. Suggest an alternative method to Lineweaver-Burk plot.,L6
Design a vendor-rating form that represents your comparison of the education offered by universities in which you considered/are considering/have considered enrolling.,L6
Develop a time phased product structure.,L6
"Suggest your recommendation on the investment of KMK Corporation's common stock, if the stock price is traded at $25 currently. ",L6
"Propose a suitable preparatory demolition survey, method and shoring where some partial demolition work is included for the rear building portion. ",L6
Suggest FIVE (5) actions that Public Mutual Berhad (PMB) can consider in championing the institutional shareholder activism.,L6
E-mail newsletters are still popular communication strategy for digital marketers. Suggest FIVE (5) ways to engage with your newsletters subscribers.,L6
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Propose an adsorption column chromatography technique which could retain protein X but elute other contaminants at pH 7. State your assumption(s). ",L6
Briefly describe the formation of disulfide bond. Suggest ONE role of disulfide bond.,L6
An important step in Search Engine Optimization (SEO) is to identify relevant keywords for your website. Suggest THREE (3) offline keyword research methods and TWO (2) online keyword research methods in your keyword research efforts.,L6
"CRM technology helps companies to collect information about consumer behaviour, conversations and characteristics. As a new digital marketing manager with an online retailer, suggest FIVE (5) ways how you can collect data and push customised information to customers. ",L6
Analyse the challenges facing a government in managing the construction economy and suggest the ways to overcome them.,L6
How do you design a user-friendly website?,L6
What steps are involved in formulating a research question?,L6
How do you build a functional prototype for a new product?,L6
What does it take to invent a novel technological solution?,L6
Can you create a captivating marketing campaign?,L6
How do you compose a compelling piece of music?,L6
What strategies can you use to generate innovative ideas?,L6
How do you derive mathematical equations from first principles?,L6
What aspects would you modify to improve a software interface?,L6
How can you develop a comprehensive business plan?,L6
What does it mean to integrate multiple software systems?,L6
How would you design a sustainable urban transportation system?,L6
What questions do you need to formulate before conducting an experiment?,L6
How do you build a structurally sound bridge?,L6
Can you invent a new method for purifying water?,L6
How do you create an effective social media marketing strategy?,L6
What steps are involved in composing a symphony?,L6
How can you generate ideas for a new advertising campaign?,L6
How do you derive the equation for calculating the area of a circle?,L6
What elements would you modify in a website to enhance user experience?,L6
How would you develop a mobile app for task management?,L6
Can you integrate various communication tools into a single platform?,L6
How do you design an energy-efficient home?,L6
What research questions would you formulate for a psychology study?,L6
How do you build a customized computer for gaming?,L6
Can you invent a more efficient way to capture solar energy?,L6
How do you create an engaging visual design for a magazine?,L6
What steps are involved in composing a compelling short story?,L6
How can you generate new ideas for product packaging?,L6
How do you derive the formula for calculating the velocity of an object?,L6
What modifications would you make to a smartphone to improve its battery life?,L6
How would you develop an e-commerce platform with integrated payment gateways?,L6
Can you integrate various data sources into a business intelligence dashboard?,L6
How do you design an eco-friendly packaging solution for a food product?,L6
What hypotheses would you formulate for a biology experiment?,L6
How do you build a functional electric car?,L6
Can you invent a device for monitoring air quality in real-time?,L6
How do you create a visually appealing website layout?,L6
What steps are involved in composing a thought-provoking essay?,L6
How can you generate creative ideas for a team-building workshop?,L6
How do you derive the equation for calculating the volume of a cone?,L6
What changes would you make to a mobile app's user interface to enhance navigation?,L6
How would you develop a new software application for project management?,L6
Can you integrate different payment methods into an online retail platform?,L6
How do you design an ergonomic office chair?,L6
What research questions would you formulate for a sociology study on urbanization?,L6
How do you build a structurally sound suspension bridge?,L6
Can you invent a new method for filtering microplastics from water sources?,L6
How do you create an effective social media content calendar?,L6
What steps are involved in composing a catchy jingle for a commercial?,L6
How can you generate original ideas for a creative arts project?,L6
How do you derive the equation for calculating the area of a triangle?,L6
What modifications would you make to a fitness app to enhance user engagement?,L6
How would you develop a new video game with immersive graphics?,L6
Can you integrate social media sharing functionality into a blogging platform?,L6
How do you design a sustainable packaging solution for electronics?,L6
What hypotheses would you formulate for an astronomy experiment?,L6
How do you build a functional 3D printer?,L6
Can you invent a new method for efficient waste disposal?,L6
How do you create an eye-catching logo for a startup company?,L6
What steps are involved in composing a persuasive speech?,L6
How can you generate fresh concepts for an advertising campaign targeting millennials?,L6
How do you derive the equation for calculating the force of gravity?,L6
What adjustments would you make to a navigation app for better route optimization?,L6
How would you develop a new medical device for patient monitoring?,L6
Can you integrate augmented reality features into a travel booking platform?,L6
How do you design an energy-efficient heating and cooling system for a building?,L6
What research questions would you formulate for a history study on cultural exchange?,L6
How do you build a structurally stable skyscraper?,L6
Can you invent a new technique for efficient water desalination?,L6
How do you create an engaging user interface for a language learning app?,L6
What steps are involved in composing a captivating blog post?,L6
How can you generate original concepts for a product packaging redesign?,L6
How do you derive the equation for calculating the acceleration of an object?,L6
What modifications would you make to a social networking app to enhance user privacy?,L6
How would you develop a new mobile health app for remote patient monitoring?,L6
Can you integrate speech recognition technology into a virtual assistant application?,L6
How do you design an environmentally friendly transportation system for a city?,L6
What hypotheses would you formulate for an environmental science experiment?,L6
How do you build a functional underwater exploration vehicle?,L6
Can you invent a new method for efficient waste recycling?,L6
How do you create an aesthetically pleasing website layout for an art gallery?,L6
What steps are involved in composing a moving piece of poetry?,L6
How can you generate innovative ideas for an environmental awareness campaign?,L6
How do you derive the equation for calculating the pressure of a gas?,L6
What adjustments would you make to a navigation app to improve real-time traffic updates?,L6
How would you develop a new software tool for data analysis in scientific research?,L6
Can you integrate machine learning algorithms into a customer support platform?,L6
How do you design an accessible public transportation system for people with disabilities?,L6
What research questions would you formulate for an economics study on income inequality?,L6
How do you build a structurally resilient suspension bridge?,L6
Can you invent a new method for sustainable agriculture in arid regions?,L6
How do you create an attention-grabbing visual design for a fashion magazine?,L6
What steps are involved in composing an impactful TED Talk?,L6
How can you generate creative ideas for an educational children's book?,L6
How do you derive the equation for calculating the kinetic energy of a moving object?,L6
What modifications would you make to a fitness tracking app to improve accuracy?,L6
How would you develop a new software platform for online education?,L6
Can you integrate virtual reality experiences into a tourism and travel website?,L6
How do you design an eco-friendly packaging solution for consumer electronics?,L6
What hypotheses would you formulate for a psychology experiment on memory recall?,L6
How do you build a functional robotic assistant for the elderly?,L6
Can you invent a new method for harnessing clean energy from ocean waves?,L6
How do you create an immersive user interface for a virtual reality game?,L6
What steps are involved in composing an emotionally evocative film score?,L6
How can you generate fresh concepts for an eco-conscious fashion collection?,L6
How do you derive the equation for calculating the wavelength of a wave?,L6
What adjustments would you make to a language learning app to personalize lessons?,L6
How would you develop a new mobile app for language translation?,L6
Can you integrate blockchain technology into a supply chain management platform?,L6
How do you design a sustainable urban landscape that promotes biodiversity?,L6
What research questions would you formulate for a sociology study on social media influence?,L6
How do you build a structurally sound arch bridge?,L6
Can you invent a new method for efficient waste reduction in manufacturing?,L6
How do you create an engaging website design for an online art gallery?,L6
What steps are involved in composing an impactful piece of investigative journalism?,L6
How can you generate innovative ideas for a technology startup pitch?,L6
How do you derive the equation for calculating the frequency of a sound wave?,L6
What modifications would you make to a weather app to enhance accuracy?,L6
How would you develop a new software tool for project management and collaboration?,L6
Can you integrate artificial intelligence into a customer relationship management system?,L6
How do you design an energy-efficient lighting system for a commercial building?,L6
What hypotheses would you formulate for a biology experiment on plant growth?,L6
How do you build a functional drone for agricultural surveillance?,L6
Can you invent a new method for sustainable water purification in remote areas?,L6
How do you create an appealing visual design for a digital magazine cover?,L6
What steps are involved in composing an emotionally moving piece of classical music?,L6
How can you generate original concepts for an eco-friendly product line?,L6
How do you derive the equation for calculating the resistance of an electrical circuit?,L6
What adjustments would you make to a navigation app to provide alternative routes?,L6
How would you develop a new software application for remote team collaboration?,L6
Can you integrate biometric authentication into a mobile banking app?,L6
How do you design a sustainable urban park that encourages community interaction?,L6
What research questions would you formulate for an anthropology study on cultural practices?,L6
How do you build a structurally secure cable-stayed bridge?,L6
Can you invent a new method for harnessing renewable energy from wind currents?,L6
How do you create an aesthetically pleasing layout for an interior design website?,L6
What steps are involved in composing an original piece of electronic music?,L6
How can you generate creative ideas for a charity fundraising event?,L6
How do you derive the equation for calculating the electric field between charged particles?,L6
What modifications would you make to a meditation app to enhance user engagement?,L6
How would you develop a new software tool for data visualization and analysis?,L6
Can you integrate predictive analytics into an inventory management system?,L6
How do you design an eco-friendly transportation hub for a metropolitan area?,L6
What hypotheses would you formulate for an ecology experiment on ecosystem dynamics?,L6
How do you build a functional robotic arm for industrial automation?,L6
Can you invent a new method for efficient waste management in urban areas?,L6
How do you create an eye-catching visual design for a magazine cover?,L6
What steps are involved in composing an emotionally impactful piece of contemporary art?,L6
How can you generate original concepts for an innovative technology startup?,L6
How do you derive the equation for calculating the efficiency of a mechanical system?,L6
What adjustments would you make to a food delivery app to improve order accuracy?,L6
How would you develop a new software platform for online collaboration in education?,L6
Can you integrate natural language processing into a customer support chatbot?,L6
How do you design an environmentally conscious community center for a neighborhood?,L6
What research questions would you formulate for a political science study on voter behavior?,L6
How do you build a structurally stable truss bridge?,L6
Can you invent a new method for harnessing solar energy in urban environments?,L6
How do you create an engaging user interface for a fitness tracking app?,L6
What steps are involved in composing a thought-provoking piece of spoken word poetry?,L6
How can you generate creative ideas for a community outreach initiative?,L6
How do you derive the equation for calculating the potential energy of an object?,L6
What modifications would you make to a language learning app to support multiple languages?,L6
How would you develop a new software application for remote medical consultations?,L6
Can you integrate telemedicine capabilities into a healthcare management system?,L6
How do you design an inclusive public space for people of all abilities?,L6
What hypotheses would you formulate for an environmental science experiment on pollution?,L6
How do you build a functional autonomous drone for aerial photography?,L6
Can you invent a new method for converting organic waste into biofuel?,L6
How do you create a visually appealing website layout for a travel blog?,L6
What steps are involved in composing an evocative piece of abstract art?,L6
How can you generate original concepts for an eco-friendly fashion line?,L6
How do you derive the equation for calculating the gravitational potential energy of an object?,L6
What adjustments would you make to a finance app to enhance security?,L6
How would you develop a new software tool for project scheduling and resource allocation?,L6
Can you integrate data analytics into an energy management system?,L6
How do you design a sustainable urban garden that promotes community engagement?,L6
What research questions would you formulate for an education study on student motivation?,L6
How do you build a structurally resilient cantilever bridge?,L6
Can you invent a new method for harnessing geothermal energy for heating and cooling?,L6
How do you create a captivating visual design for a gaming website?,L6
What steps are involved in composing a powerful piece of spoken word performance?,L6
How can you generate innovative ideas for a tech startup's branding strategy?,L6
How do you derive the equation for calculating the electric current in a circuit?,L6
What modifications would you make to a navigation app to provide real-time traffic updates?,L6
How would you develop a new software application for language translation and cultural understanding?,L6
Can you integrate machine learning algorithms into a healthcare diagnosis platform?,L6
How do you design an environmentally conscious public building for a community center?,L6
What hypotheses would you formulate for a psychology experiment on memory retention?,L6
How do you build a functional humanoid robot for assistance in healthcare settings?,L6
Can you invent a new method for utilizing kinetic energy from moving vehicles?,L6
How do you create an engaging website design for an online bookstore?,L6
What steps are involved in composing an emotionally evocative film script?,L6
How can you generate fresh concepts for an eco-friendly home decor line?,L6
How do you derive the equation for calculating the torque applied to an object?,L6
What adjustments would you make to a weather app to enhance user experience?,L6
How would you develop a new software platform for remote team communication?,L6
Can you integrate artificial intelligence into a customer support chat system?,L6
How do you design an energy-efficient transportation system for a metropolitan area?,L6
What research questions would you formulate for a sociology study on social media interaction?,L6
How can you use old marketing strategies to create new ones for a changing market?,L6
What parts can you combine to make a new and innovative product?,L6
How do you generalize from given data to uncover trends?,L6
Can you relate knowledge from psychology and economics to understand consumer behavior?,L6
How can you predict the outcome of a social trend based on historical patterns?,L6
What conclusions can you draw by combining data from different scientific studies?,L6
How might old architectural styles be combined to create a novel building design?,L6
Can you generalize from historical stock market data to predict future trends?,L6
How can you relate knowledge from biology and chemistry to understand a complex reaction?,L6
What conclusions can you draw by combining information from various historical documents?,L6
How could old storytelling techniques be combined to create a unique narrative structure?,L6
Can you generalize from demographic data to predict future population growth?,L6
How can you use knowledge from psychology and design to create user-friendly interfaces?,L6
What conclusions can you draw by combining research findings from different medical studies?,L6
How might old cooking methods be combined to create innovative fusion cuisine?,L6
Can you generalize from economic indicators to predict the state of a country's economy?,L6
How can you relate knowledge from history and literature to understand a cultural phenomenon?,L6
What conclusions can you draw by combining insights from different philosophical theories?,L6
How could old fashion trends be combined to create a fresh and modern style?,L6
Can you generalize from weather patterns to predict future climate changes?,L6
How can you use knowledge from physics and engineering to design a new transportation system?,L6
What conclusions can you draw by combining data from various environmental studies?,L6
How might old musical genres be combined to create a unique and captivating sound?,L6
Can you generalize from consumer preferences to predict upcoming market demands?,L6
How can you relate knowledge from sociology and anthropology to understand societal norms?,L6
What conclusions can you draw by combining historical records from different cultures?,L6
How could old educational methods be combined to create an effective learning approach?,L6
Can you generalize from demographic trends to predict the future job market?,L6
How can you use knowledge from neuroscience and technology to develop new gadgets?,L6
What conclusions can you draw by combining insights from different ethical philosophies?,L6
How might old architectural materials be combined to create sustainable structures?,L6
Can you generalize from historical geopolitical events to predict global trends?,L6
How can you relate knowledge from art history and psychology to understand artistic expression?,L6
What conclusions can you draw by combining perspectives from different religious texts?,L6
How could old storytelling techniques be combined to create a novel writing style?,L6
Can you generalize from past educational outcomes to predict future learning trends?,L6
How can you use knowledge from biology and engineering to create innovative medical devices?,L6
What conclusions can you draw by combining interpretations from different literary critics?,L6
How might old business models be combined to create a new and efficient approach?,L6
Can you generalize from past technological advancements to predict future innovations?,L6
How can you relate knowledge from anthropology and sociology to understand cultural dynamics?,L6
What conclusions can you draw by combining findings from different archaeological digs?,L6
How could old artistic mediums be combined to create contemporary mixed media art?,L6
Can you generalize from historical economic cycles to predict future market behavior?,L6
How can you use knowledge from chemistry and materials science to invent new materials?,L6
What conclusions can you draw by combining insights from different political ideologies?,L6
How might old gardening techniques be combined to create a sustainable urban garden?,L6
Can you generalize from historical political shifts to predict future geopolitical trends?,L6
How can you relate knowledge from economics and psychology to understand consumer choices?,L6
What conclusions can you draw by combining analyses from different historical epochs?,L6
How could old communication methods be combined to create effective modern messaging?,L6
Can you generalize from historical architectural styles to predict future urban designs?,L6
How can you use knowledge from computer science and biology to develop innovative tools?,L6
What conclusions can you draw by combining viewpoints from different social theories?,L6
How might old culinary traditions be combined to create a contemporary fusion dish?,L6
Can you generalize from historical climate data to predict future climate patterns?,L6
How can you relate knowledge from literature and psychology to understand character motivation?,L6
What conclusions can you draw by combining interpretations from different art historians?,L6
How could old transportation methods be combined to create a sustainable urban mobility solution?,L6
Can you generalize from historical technological shifts to predict future advancements?,L6
How can you use knowledge from neuroscience and education to create effective learning techniques?,L6
What conclusions can you draw by combining perspectives from different cultural anthropologists?,L6
How might old architectural elements be combined to create a modern building design?,L6
Can you generalize from historical fashion cycles to predict future style trends?,L6
How can you relate knowledge from history and political science to understand governance?,L6
What conclusions can you draw by combining insights from different economic theories?,L6
How could old artistic movements be combined to create a contemporary art movement?,L6
Can you generalize from historical urban planning to predict future city layouts?,L6
How can you use knowledge from sociology and technology to design innovative social platforms?,L6
What conclusions can you draw by combining analyses from different sociological perspectives?,L6
How might old musical instruments be combined to create a new and unique sound?,L6
Can you generalize from historical demographic shifts to predict future population dynamics?,L6
How can you relate knowledge from anthropology and psychology to understand cultural behavior?,L6
What conclusions can you draw by combining viewpoints from different political philosophers?,L6
How could old architectural principles be combined to create sustainable urban spaces?,L6
Can you generalize from historical artistic movements to predict future art trends?,L6
How can you use knowledge from economics and environmental science to develop sustainable solutions?,L6
What conclusions can you draw by combining insights from different historical narratives?,L6
How might old culinary techniques be combined to create an innovative gastronomic experience?,L6
Can you generalize from historical communication methods to predict future trends in interaction?,L6
How can you relate knowledge from psychology and neuroscience to understand human cognition?,L6
What conclusions can you draw by combining interpretations from different literary scholars?,L6
How could old design aesthetics be combined to create a fresh visual identity?,L6
Can you generalize from historical educational systems to predict future learning methodologies?,L6
How can you use knowledge from chemistry and engineering to develop novel materials?,L6
What conclusions can you draw by combining viewpoints from different ethical frameworks?,L6
How might old marketing strategies be combined to create a modern integrated approach?,L6
Can you generalize from historical urban planning to predict future trends in city development?,L6
How can you relate knowledge from anthropology and sociology to understand societal shifts?,L6
What conclusions can you draw by combining analyses from different historical contexts?,L6
How could old artistic techniques be combined to create innovative contemporary art?,L6
Can you generalize from historical technological innovations to predict future breakthroughs?,L6
How can you use knowledge from neuroscience and design to create user-centered products?,L6
What conclusions can you draw by combining perspectives from different philosophical schools?,L6
How might old storytelling methods be combined to create a novel narrative structure?,L6
Can you generalize from historical economic cycles to predict future financial trends?,L6
How can you relate knowledge from history and psychology to understand cultural influences?,L6
What conclusions can you draw by combining interpretations from different religious perspectives?,L6
How could old architectural styles be combined to create sustainable modern buildings?,L6
Can you generalize from historical fashion trends to predict future style evolutions?,L6
Propose a new strategy for integrating green infrastructure elements such as rain gardens and bioswales into urban drainage systems to manage stormwater runoff and reduce flood risk.,L6
Formulate an algorithm for optimizing spectrum allocation in cognitive radio networks to improve spectrum efficiency and mitigate interference.,L6
Devise a system for automatically detecting and mitigating algorithmic bias in machine learning models used for automated decision-making in hiring processes.,L6
Design a novel prefabricated modular construction system for rapid deployment of affordable housing in disaster-prone regions.,L6
Devise a new technique for unsupervised domain adaptation in machine learning models to improve model generalization across different target domains.,L6
Propose a solution for integrating artificial intelligence and machine learning algorithms into healthcare systems for predictive diagnosis and personalized treatment.,L6
Propose a solution for integrating millimeter-wave communication technology into 5G networks to enable high-speed and low-latency wireless connectivity.,L6
"Create a resilient infrastructure resilience plan for a coastal city facing increasing risks from climate change, including sea level rise, storm surges, and extreme weather events.",L6
Propose a novel approach for integrating blockchain technology into supply chain management systems to enhance transparency and traceability.,L6
Design a next-generation prosthetic limb with advanced sensors and actuators for enhanced mobility and natural movement.,L6
"You are designing a green building certification system for promoting sustainable building practices and reducing environmental impacts in the construction industry. Create a certification framework that evaluates building performance across various sustainability criteria such as energy efficiency, water conservation, materials selection, indoor air quality, and site development, incorporating life cycle assessment, green building standards, and stakeholder engagement for holistic building sustainability assessment and certification.",L6
"Create a new design concept for a sustainable urban transportation system that integrates public transit, cycling infrastructure, and pedestrian-friendly urban spaces.",L6
Develop a new algorithm for optimizing spectrum allocation in cognitive radio networks to maximize spectrum utilization while minimizing interference.,L6
Formulate a strategy for implementing resilient building codes and standards in earthquake-prone regions to enhance structural safety and minimize damage.,L6
Plan a distributed computing framework for processing large-scale scientific datasets across multiple heterogeneous computing nodes.,L6
"You are tasked with designing a user-friendly mobile application for remote healthcare monitoring. Create wireframes and prototypes for the mobile app, incorporating features such as real-time health data monitoring, medication reminders, virtual consultations with healthcare providers, and emergency alert systems for timely intervention.",L6
Propose a novel method for incorporating recycled materials into concrete mixtures to improve the sustainability of construction projects.,L6
Propose a novel method for improving the efficiency and reliability of communication over underwater acoustic channels for oceanographic research.,L6
Propose a framework for implementing reinforcement learning algorithms in robotics for autonomous navigation and manipulation tasks in unstructured environments.,L6
